title,company,min_exp,max_exp,location,skills,posted_days
Business Analyst,Wipro,7,12,"['Hybrid - Bengaluru', 'Hyderabad', 'Pune']","['quantum', 'sap', 'ms visio', 'summit', 'business analyst', 'fund management', 'loan management', 'account management']",
IT Analyst - Business Application,SGS India,3,5,"['Bengaluru', 'Bangalore Rural']","['power bi', 'project management', 'crystal report', 'oracle', 'sql', 'dotnet', 'powerapps', 'bi']",2.0
Business Analyst,HCLTech,4,8,['Hybrid - Bengaluru(Jigani)'],"['ms visio', 'bpmn', 'agile methodology', 'six sigma', 'lean', 'process mapping', 'flow charts', 'bi tools']",14.0
"Business Analyst, RBS",Amazon,5,10,['Bengaluru'],"['supply chain', 'computer science', 'data analysis', 'diagnostics', 'process improvement', 'analytical', 'scheduling', 'business intelligence']",
"Business Analyst, TSS",Amazon,5,10,['Bengaluru'],"['data analysis', 'automation', 'financial analysis', 'business analysis', 'analytical', 'risk assessment', 'project planning', 'forecasting']",
Business Systme Analyst (Immediate joiner Only),Photon,6,11,"['Bengaluru', 'Hyderabad', 'Chennai']","['requirement gathering', 'sql', 'business analysis', 'business system analyst', 'requirements management', 'business requirement analysis', 'requirement planning', 'business development']",7.0
Business & Functional Analyst,CGI,3,8,['Bengaluru'],"['synthesis', 'documentation', 'modeling tools', 'agile', 'jira', 'trello', 'confluence', 'data analysis']",14.0
"Business Analyst, Amazon Pay",Amazon,1,6,['Bengaluru'],"['automation', 'data analysis', 'business analysis', 'operations planning', 'analytical', 'subject matter expert', 'monitoring', 'sql']",14.0
Business System Analyst,Wipro,4,9,"['Hybrid - Bengaluru', 'Pune', 'Chennai']","['informatica', 'etl', 'sql', 'bsa', 'brd', 'requirement gathering', 'frd', 'business analysis']",14.0
Business Analyst - L4,Wipro,5,8,['Bengaluru'],"['project management', 'software testing', 'business analysis', 'change request', 'root cause analysis', 'data analysis', 'client engagement', 'documentation']",14.0
Business Analyst - Digital Adoption,Red Hat,3,8,"['Bengaluru', 'Pune']","['project management', 'documentation', 'presentation skills', 'team leadership', 'scrum', 'value analysis', 'channel sales', 'business analysis']",14.0
"Business Analyst, Granite",Altisource,3,8,['Bengaluru'],"['computer science', 'data analysis', 'automation', 'business analysis', 'reconciliation', 'billing', 'business intelligence', 'operations']",14.0
Business Analyst with BI,IT Services Organization,5,8,['Hybrid - Bengaluru'],"['design', 'business intelligence', 'data analytics', 'bi', 'data', 'intelligence', 'business analysis', 'analytics']",14.0
Business Analyst,Accenture,1,4,['Bengaluru'],"['data analysis', 'data warehousing', 'business analysis', 'sql', 'etl', 'project management', 'gap analysis', 'documentation']",14.0
"Associate Staff Consultant, Business Analysis",Nagarro,5,7,"['Bengaluru', 'Mumbai (All Areas)']","['loan origination system', 'agile methodology', 'digital lending', 'jira', 'business analysis', 'waterfall', 'origin', 'loan origination']",14.0
Business Interlock Analyst,Accenture,3,5,['Bengaluru'],"['project management', 'business analysis', 'cash applications', 'order to cash', 'otc', 'accounts receivable', 'team management', 'program management']",21.0
Business Analyst,Accenture,15,25,['Bengaluru'],"['business process modeling', 'business solutions', 'business analysis', 'guidewire', 'stakeholder management', 'project management', 'gap analysis', 'documentation']",21.0
Business Analyst,Accenture,15,25,['Bengaluru'],"['project management', 'business solutions', 'business analysis', 'guidewire', 'process mapping', 'gap analysis', 'documentation', 'business analytics']",21.0
Business Analyst,Accenture,12,15,['Bengaluru'],"['business process modeling', 'project management', 'business solutions', 'business analysis', 'guidewire', 'gap analysis', 'documentation', 'business analytics']",21.0
Business Analyst,Accenture,12,15,['Bengaluru'],"['project management', 'business solutions', 'business analysis', 'guidewire', 'stakeholder management', 'gap analysis', 'documentation', 'user stories']",21.0
Business Analyst,Accenture,12,15,['Bengaluru'],"['project management', 'business solutions', 'business analysis', 'guidewire', 'flow diagrams', 'process flow diagram', 'gap analysis', 'documentation']",21.0
Business Analyst,Accenture,15,25,['Bengaluru'],"['project management', 'business analysis', 'guidewire', 'business process re-engineering', 'process mapping', 'gap analysis', 'documentation', 'business solutions']",21.0
Business Analyst - Insurance,Hexaware Technologies,1,5,"['Bengaluru', 'Mumbai', 'Pune']","['regulatory reporting', 'sql', 'workers compensation', 'visio', 'compensation', 'employee relations', 'dns', 'as400']",21.0
Business Analyst in Regulatory Reporting,Genpact,5,10,['Hybrid - Bengaluru'],"['agile', 'trade reporting', 'mifid', 'business analysis', 'regulatory reporting', 'trade and transaction reporting', 'analysis', 'regulatory']",21.0
Healthcare Business Analyst,Citiustech,5,10,"['Hybrid - Bengaluru', 'Pune', 'Chennai']","['business analyst', 'us healthcare', 'hl7', 'fhir', 'interoperability', 'healthcare', 'business analysis']",21.0
Business Analyst (Airline Crew Rostering & Planning),Laminaar Aviation Infotech,3,8,['Bengaluru'],"['product management', 'data analysis', 'usage', 'business analyst', 'project management', 'analytical', 'market research', 'management']",
Business Analyst (Airline Flight Operations IOCC),Laminaar Aviation Infotech,3,8,['Bengaluru'],"['product management', 'data analysis', 'usage', 'business analyst', 'project management', 'analytical', 'market research', 'management']",
Business Advisory Analyst,Accenture,3,5,['Bengaluru'],"['risk management', 'project management', 'business advisory', 'corporate planning', 'corporate strategy', 'management consulting', 'business strategy', 'business analysis']",21.0
Business Interlock Analyst,Accenture,3,5,['Bengaluru'],"['business analysis', 'hrsd', 'human resource management', 'talent development', 'recruitment', 'hr generalist activities', 'employee relations', 'corporate hr']",21.0
Business Interlock Analyst,Accenture,3,5,['Bengaluru'],"['business analysis', 'hrsd', 'human resource management', 'talent development', 'aioc-s01591782', 'hr generalist activities', 'employee relations', 'corporate hr']",21.0
Business Interlock Analyst,Accenture,3,5,['Bengaluru'],"['business analysis', 'hrsd', 'human resource management', 'talent development', 'hr generalist activities', 'employee relations', 'corporate hr', 'aioc-s01591798']",21.0
"Business Analyst, Pay on Delivery",Amazon,3,8,['Bengaluru'],"['customer segmentation', 'business analyst', 'financial analysis', 'analytical', 'machine learning', 'e-commerce', 'data visualization', 'customer experience']",21.0
Wealth Digital Business Analyst,Tech Mahindra,6,10,['Bengaluru'],"['wealth management', 'banking', 'finacle', 'business analysis', 'analysis', 'digital', 'management', 'digital sales']",14.0
"Business Analyst, Retail Business Services (RBS) - Brand Experience",Amazon,5,7,['Bengaluru'],"['business services', 'customer segmentation', 'business analyst', 'financial analysis', 'machine learning', 'data visualization', 'customer experience', 'business intelligence']",
Business Analyst Power BI,Novo Nordisk,3,5,['Bengaluru'],"['bi tools', 'python', 'data analysis', 'power bi dashboards', 'design', 'power bi', 'data visualization', 'data']",
Business Interlock Analyst,Accenture,3,5,['Bengaluru'],"['business analysis', 'human resource management', 'talent development', 'talent management', 'recruitment', 'hr generalist activities', 'corporate hr', 'strategic hr']",21.0
"Business Analyst- Picasso, Global Markets",BNP Paribas,5,10,['Bengaluru'],"['equity derivatives', 'bonds', 'capital market', 'visio', 'cash sales', 'master data', 'investment banking', 'middle office']",21.0
Lead Business Analyst - Collateral - Global Markets IT,BNP Paribas,5,10,['Bengaluru'],"['business analysis', 'sql', 'functional testing', 'visio', 'amadeus', 'strategic sourcing', 'international ticketing', 'tourism']",21.0
Business Analyst,Accenture,3,8,['Bengaluru'],"['business solutions', 'business analysis', 'business requirement analysis', 'process mapping', 'stakeholder management', 'project management', 'documentation', 'business analytics']",21.0
Business Analyst,Accenture,3,8,['Bengaluru'],"['project management', 'pega platform', 'business analysis', 'process mapping', 'pega', 'pega prpc', 'ccsa', 'software development']",21.0
"Lead, ERP Business Analyst",Schneider Electric India Pvt. Ltd.,10,15,['Bengaluru'],"['procurement', 'business process', 'printing', 'erp', 'debugging', 'database administration', 'regression testing', 'edi']",21.0
"Business Analyst I, WHS",Amazon,3,8,['Bengaluru'],"['computer science', 'data analysis', 'excel', 'process efficiency', 'business analytics', 'machine learning', 'business intelligence', 'business applications']",
"Business Analyst, Account Integrity",Amazon,5,10,['Bengaluru'],"['computer science', 'data analysis', 'sas', 'business analysis', 'machine learning', 'project planning', 'analytics', 'monitoring']",
"Business Analyst, IN S&OP",Amazon,1,5,['Bengaluru'],"['supply chain', 'data analysis', 'automation', 'sas', 'project management', 'process improvement', 'analytical', 'business intelligence']",
Business Analyst- Amazon India,Amazon,2,7,"['Bengaluru', 'Kolkata', 'Mumbai', 'New Delhi', 'Hyderabad', 'Pune', 'Chennai']","['metadata', 'business analyst', 'business analysis', 'data manipulation', 'analytical', 'agile', 'data visualization', 'stakeholder management']",
Business Analyst,Accenture,5,10,['Bengaluru'],"['business process modeling', 'business analysis', 'business process analysis', 'guidewire', 'requirement analysis', 'project management', 'documentation', 'system design']",
Business Analyst,Accenture,15,20,['Bengaluru'],"['sap', 'sap transportation management', 'business solutions', 'business analysis', 'sap tm', 'project management', 'order management', 'gap analysis']",
Business Advisory Analyst,Accenture,3,5,['Bengaluru'],"['project management', 'business advisory', 'fintech', 'corporate planning', 'corporate strategy', 'management consulting', 'business strategy', 'program management']",
Business Advisory Analyst,Accenture,3,5,['Bengaluru'],"['project management', 'business advisory', 'corporate planning', 'corporate strategy', 'stress analysis', 'management consulting', 'fea', 'business strategy']",
Business System Analyst,Sun Life Global Solutions,7,12,"['Hybrid - Bengaluru(Marathahalli)', 'Gurugram(Sector 62)']","['requirement gathering', 'ccba', 'bsa', 'agile methodology', 'kanban', 'documentation', 'scrum', 'sql']",
Business Analyst Manager - Global Logistics,Nestle,10,15,['Bengaluru'],"['vendor management', 'business analysis', 'stakeholder management', 'devops', 'agile', 'project management', 'management skills', 'supply chain']",
Business Analyst,Laminaar Aviation Infotech,5,10,['Bengaluru'],"['data analysis', 'business analyst', 'aviation', 'aerospace', 'management', 'analysis', 'business analysis', 'data']",
Business Analyst - Manager - Offline Merchants ( EDC ),Paytm,4,9,"['Bengaluru', 'Noida']","['sql', 'python', 'data analysis', 'machine learning', 'r', 'hive', 'data mining', 'android']",
Business Analyst - Commercial Lending & Mortgage,Capco,8,12,"['Bengaluru', 'Chennai']","['confluence', 'soa', 'figma', 'jira', 'agile methodology', 'management consulting', 'lending', 'commercial banking']",
Healthcare Business Analyst,Infosys,2,7,['Bengaluru'],"['rpa', 'data analysis', 'hl7', 'agile', 'rcm', 'c#', 'hipaa', 'health insurance']",
IT Business Analyst,Infineon,3,5,['Bengaluru'],"['supply chain', 'erp', 'data analysis', 'manager quality assurance', 'sap crm', 'agile', 'troubleshooting', 'information technology']",
Hiring: Business Analyst,Sonata Software,7,10,"['Hybrid - Bengaluru', 'Hyderabad', 'Chennai']","['retail', 'ecommerce', 'business analyat', 'e-commerce', 'business analysis', 'hiring']",2.0
"Business Analyst, IHS and Flex",Amazon,2,5,['Bengaluru'],"['analytical skills', 'automation', 'excel', 'business analyst', 'ihs', 'flex', 'management', 'ms office']",
IT Business Analyst - Semiconductor Pricing and Quoting CRM Solutions,Infineon,3,5,['Bengaluru'],"['business process', 'data analysis', 'erp', 'system support', 'maintenance manager', 'forecasting', 'information technology', 'sql']",
"Business Analyst, Cross Border Selection Technology",Amazon,3,7,['Bengaluru'],"['international trade', 'tactical planning', 'senior management', 'business analyst', 'financial analysis', 'analytical', 'data analyst', 'customer service']",
Business Intelligence Analyst,Jones Lang LaSalle,5,10,['Bengaluru'],"['data analysis', 'data modeling', 'analytical', 'strategic planning', 'data collection', 'data privacy', 'business strategy', 'investment management']",7.0
Business Analyst ( Hands on Experience on AI Projects ),NoBroker,1,3,['Bengaluru'],"['ai', 'python', 'aiml', 'ai projects', 'machine learning', 'sql', 'artificial intelligence', 'project']",7.0
Business analysis associate Business analysis associate,JPMorgan Chase Bank,5,10,['Bengaluru'],"['data analysis', 'change management', 'team management', 'business analysis', 'analytical', 'data collection', 'workflow', 'project delivery']",
"Business Analyst - I, Amazon Pay",Amazon,4,9,['Bengaluru'],"['mining', 'automation', 'data analysis', 'business analysis', 'business analytics', 'analytical', 'machine learning', 'financial services']",
"Business Analyst II, NL",Amazon,3,6,['Bengaluru'],"['automation', 'data analysis', 'metadata', 'query optimization', 'analytical', 'process improvement', 'business intelligence', 'data mining']",
Capital Market Business Analyst,Oracle,6,8,"['Bengaluru', 'Kolkata', 'Mumbai', 'New Delhi', 'Hyderabad', 'Pune', 'Chennai']","['data analysis', 'bfsi', 'back office', 'business process analysis', 'investment banking', 'capital market', 'asset management', 'risk management']",
"Business Analyst, Selling Partner Identity and Verification",Amazon,8,19,['Bengaluru'],"['analytical skills', 'data analysis', 'business analyst', 'focus', 'customer experience', 'management', 'macros', 'monitoring']",
Business Analyst,SLK Software,3,7,['Bengaluru'],"['post production', 'automation', 'business analyst', 'production support', 'project planning', 'investment management', 'troubleshooting', 'stakeholder management']",14.0
